 1   5.9999999999999947     
 2   2.7886121735089633     
 3   1.7465571985557666     
 4   1.2672770786204834     
 5   0.99371724476873036     
 6   0.81711036236731227     
 7   0.69374010238091799     
 8   0.60270908739722007     
 9   0.53278330648083361     
10   0.47738908954915604     
11   0.43242479063046224     
12   0.39519910251349971     
13   0.36387305851741125     
14   0.33714745550172387     
15   0.31407840045427604     
16   0.29396364249742957
17   0.27626990965283160     
18   0.26058497446419604     
19   0.24658515850241436     
20   0.23401277065626347
21   0.22266010850471388     
22   0.21235789862714910     
23   0.20296680260206815     
24   0.19437108038162343     
25   0.18647379777687320     
26   0.17919315623610124     
27   0.17245964983477013     
28   0.16621383985106358  
28   0.16621383985106358     
30   0.15498769327240858
