           0  -8.9486993707999414     
           1  -8.9486993707999414     

           0  -8.8973233207422986     
           1  -8.8973233207422986     

           0  -8.8546738097628701     
           1  -8.8546738097628701     

           0  -8.8136653936381180     
           1  -8.8136653936381180     

           0  -8.7985561090272206     
           1  -8.7985561090272206     

           0  -8.7133133019621525     
           1  -8.7133133019621525     

           0  -8.6918238152607348     
           1  -8.6918238152607348     

           0  -8.6911394297373601     
           1  -8.6911394297373601     

           0  -8.6646100183623993     
           1  -8.6646100183623993     

           0  -8.5884505874093229     
           1  -8.5884505874093229     

           0  -8.5532897059661437     
           1  -8.5532897059661437     

           0  -8.5158318645655591     
           1  -8.5158318645655591     

           0  -8.5074697430642221     
           1  -8.5074697430642221     

           0  -8.5028391388275057     
           1  -8.5028391388275057     

           0  -8.4391450518356841     
           1  -8.4391450518356841     

           0  -8.3841619880394003     
           1  -8.3841619880394003     

           0  -8.3832456681137462     
           1  -8.3832456681137462     

           0  -8.3179193422379338     
           1  -8.3179193422379338     

           0  -8.2933949033833567     
           1  -8.2933949033833567     

           0  -8.2903861842296074     
           1  -8.2903861842296074     

           0  -8.2594656318813193     
           1  -8.2594656318813193     

           0  -8.1974051492494926     
           1  -8.1974051492494926     

           0  -8.1917837929481614     
           1  -8.1917837929481614     

           0  -8.1785772431252557     
           1  -8.1785772431252557     

           0  -8.0988118494056121     
           1  -8.0988118494056121     

           0  -8.0886415971231891     
           1  -8.0886415971231891     

           0  -8.0655438652226188     
           1  -8.0655438652226188     

           0  -8.0493295613931579     
           1  -8.0493295613931579     

           0  -7.9804377811969029     
           1  -7.9804377811969029     

           0  -7.9778958703620217     
           1  -7.9778958703620217     

           0  -7.9642349179573593     
           1  -7.9642349179573593     

           0  -7.9476654326904645     
           1  -7.9476654326904645     

           0  -7.8907618575337501     
           1  -7.8907618575337501     

           0  -7.8589568315312137     
           1  -7.8589568315312137     

           0  -7.8210585758544688     
           1  -7.8210585758544688     

           0  -7.8122053895456878     
           1  -7.8122053895456878     

           0  -7.8040401679864084     
           1  -7.8040401679864084     

           0  -7.7698628032937052     
           1  -7.7698628032937052     

           0  -7.7568067825713598     
           1  -7.7568067825713598     

           0  -7.7410872158377977     
           1  -7.7410872158377977     

           0  -7.6893742391481439     
           1  -7.6893742391481439     

           0  -7.6711916430423583     
           1  -7.6711916430423583     

           0  -7.6310032800417558     
           1  -7.6310032800417558     

           0  -7.5973516508857468     
           1  -7.5973516508857468     

           0  -7.5496004813398949     
           1  -7.5496004813398949     

           0  -7.5261983524362988     
           1  -7.5261983524362988     

           0  -7.5237560073913414     
           1  -7.5237560073913414     

           0  -7.5029508143501236     
           1  -7.5029508143501236     

           0  -7.4763657269933468     
           1  -7.4763657269933468     

           0  -7.4494551393359627     
           1  -7.4494551393359627     

           0  -7.4394760189473050     
           1  -7.4394760189473050     

           0  -7.4214153898996065     
